Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2004,5,Minnesota,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,5,0,,0,,"ground turkey, burger; lettuce-based salads unspecified",,Multiple,,,,,
2003,12,California,Food,Norovirus Genogroup I,,Suspected,Private home/residence; Grocery store,13,0,,0,,,,,,,,,
2004,2,California,Food,,,,Restaurant - other or unknown type,14,1,,0,,,,,,,,,
2004,2,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),27,1,,0,,fruit salad,,Multiple,,,,,
2004,4,California,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,,,"tuna, bbq; tuna, raw",,Multiple,,,,,
2004,1,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,27,1,,0,,,,,,,,,
2004,3,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2003,11,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2003,12,California,Food,Campylobacter fetus,,Suspected,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2003,12,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2003,12,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,3,0,,0,,"salsa, unspecified",,Multiple,,,,,
2004,3,California,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,30,0,,0,,,,,,,,,
2003,11,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,13,0,,0,,"cheddar cheese, unspecified",cheese,Dairy,,,,,
2004,2,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,3,California,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type; Private home/residence,38,,,,,dhokla; chapati,,Multiple,,,,,
2004,3,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,5,0,,0,,"pizza, unspecified",,Multiple,,,,,
2004,1,Nevada,Food,Salmonella enterica,Berta,Confirmed,Restaurant - other or unknown type,21,,,0,,,,,,,,,
2004,4,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Private home/residence,4,0,,0,,"chicken, other",,Chicken,,,,,
2004,1,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Other,21,0,,0,,,,,,,,,
2004,2,California,Food,Other - Bacterium,,Suspected,Grocery store,4,0,,0,,carne asada,,Multiple,,,,,
2004,5,Florida,Food,,,,Restaurant - other or unknown type,2,,,,,"taco, beef",,Multiple,,,,,
2004,5,Florida,Food,,,,Restaurant - other or unknown type,3,,,,,"ground beef, hamburger",,Beef,,,,,
2004,3,California,Food,Norovirus Genogroup I,,Suspected,Other,15,0,,0,,,,,,,,,
2004,3,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,20,,,0,,multiple foods,,Unclassifiable,,,,,
2004,5,Hawaii,Food,Scombroid toxin,,Confirmed,Other,2,0,,0,,"fish, akule",fin fish,Fish,,,,,
2004,5,New York,Food,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,58,0,,0,,"ham, other; chocolate, unspecified; green salad",pork; leafy green,Multiple,,,,,
2004,5,Georgia,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,11,0,,0,,,,,,,,,
2004,4,California,Food,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant - other or unknown type,2,0,,0,,"pork, bbq",,Multiple,,,,,
2003,9,California,Food,Salmonella enterica,Newport,Confirmed,Restaurant - other or unknown type,9,0,,0,,"taco, beef",,Multiple,,,,,
2004,4,California,Food,Campylobacter jejuni,,Suspected,Restaurant - other or unknown type,5,0,,0,,"liver, other",,Multiple,,,,,
2004,4,Illinois,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2004,5,Georgia,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,5,,,0,,,,,,,,,
2004,5,Minnesota,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,3,0,,0,,"tamale, unspecified",legume,Seeded Vegetables,,,,,
2004,2,Vermont,Food,Salmonella enterica,Group B,Confirmed,Long-term care/nursing home/assisted living facility,3,0,,0,,,,,,,,,
2004,3,Florida,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,0,,0,,"chicken, other",chicken,Chicken,,,,,
2004,4,Florida,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Other,10,0,,0,,"sandwich, other specialty",,Multiple,,,,,
2004,4,Florida,Food,Scombroid toxin,,Suspected,Restaurant - other or unknown type,3,0,,0,,"tuna, raw",fin fish,Fish,,,,,
2004,4,Florida,Food,,,,Restaurant - other or unknown type,7,0,,0,,multiple foods,,Unclassifiable,,,,,
2004,4,Oregon,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,0,,0,,"oysters, raw",,Mollusks,,,,,
2004,5,Illinois,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,5,Illinois,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,35,2,,0,,,,,,,,,
2004,5,Florida,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,,0,,"tuna, unspecified",fin fish,Fish,,,,,
2004,4,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,,,,,,,,,,,,
2002,2,Multistate,Food,Salmonella enterica,Newport,Confirmed,Private home/residence,47,12,,1,,"ground beef, unspecified",,Beef,,,,,
2004,5,Nevada,Food,,,,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2004,5,Florida,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,,,red beans and rice,,Multiple,,,,,
2004,2,Virginia,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2003,5,Pennsylvania,Food,,,,Restaurant - other or unknown type,15,0,,0,,,,,,,,,
2004,2,Virginia,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,19,,,,,,,,,,,,
2003,8,Pennsylvania,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,75,2,,0,,,,,,,,,
2004,3,Hawaii,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,"sushi, unspecified",rice,Grains-Beans,,,,,
2004,2,New Mexico,Food,Staphylococcus aureus,,Suspected,School/college/university,9,,,,,,,,,,,,
2004,3,Florida,Food,Norovirus Genogroup I,unknown,Suspected,Restaurant - other or unknown type,4,0,,0,,"oysters, raw",,Mollusks,,,,,
2004,5,Illinois,Food,,,,Restaurant - other or unknown type,3,1,,0,,,,,,,,,
2004,6,Tennessee,Food,Bacillus cereus,,Confirmed,Restaurant - other or unknown type,26,0,,0,,"fried rice, unspecified",,Multiple,,,,,
2003,6,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,8,,,,,,,,,,,,
2004,5,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,1,,0,,"fish, roi",fin fish,Fish,,,,,
2004,5,Hawaii,Food,Salmonella enterica,Amager,Confirmed,Other,31,0,,0,,"ethnic style, unspecified; pork, other; cake, unspecified",pork; pork; egg,Multiple,,,,,
2003,6,Pennsylvania,Food,Shigella sonnei,,Confirmed,Restaurant - other or unknown type,43,1,,0,,coffee; ice; cream puff,,Multiple,,,,,
2004,5,Hawaii,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,9,0,,0,,"pork, other",pork,Pork,,,,,
2003,6,Pennsylvania,Food,,,,School/college/university,10,,,,,,,,,,,,
2004,2,Colorado,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,65,0,,0,,ice,,Other,,,,,
2004,1,Colorado,Food,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),12,0,,0,,fruit salad,"fruit, unspecified",Fruits,,,,,
2004,3,Colorado,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,20,0,,0,,,,,,,,,
2003,11,Hawaii,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,3,Florida,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,0,,0,,"rice, white",,Grains-Beans,,,,,
2004,4,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,8,0,,0,,,,,,,,,
2004,4,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2004,5,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,,0,,"egg-containing food, other",,Multiple,,,,,
2004,4,California,Food,,,,Restaurant - other or unknown type,13,0,,0,,"lettuce, unspecified",,Vegetable Row Crops,,,,,
2004,4,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,10,0,,0,,,,,,,,,
2004,4,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,12,0,,0,,,,,,,,,
2004,3,California,Food,Norovirus Genogroup I,,Suspected,Unknown,67,0,,0,,unspecified fruit,,Fruits,,,,,
2004,3,Colorado,Food,Scombroid toxin,,Confirmed,Private home/residence,2,0,,0,,"fish, ahi",,Fish,,,,,
2004,3,California,Food,Salmonella enterica,Infantis,Confirmed,Grocery store,12,1,,0,,"salad, unspecified",chicken; root (eg. potato),Multiple,,,,,
2004,5,South Carolina,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,47,0,,0,,"taco, beef; taco, chicken",,Multiple,,,,,
2004,5,Wisconsin,Food,Clostridium perfringens,,Confirmed,Private home/residence,15,,,0,,"beef, stew",,Multiple,,,,,
2004,5,Alabama,Food,,,,Restaurant - other or unknown type,2,0,,0,,"chicken, unspecified",,Chicken,,,,,
2003,5,Texas,Food,Shigella sonnei,,Suspected,Unknown,149,,,,,,,,,,,,
2003,10,Texas,Food,Shigella sonnei,,Confirmed,Other,24,3,,0,,,,,,,,,
2003,8,Texas,Food,Shigella sonnei,,Suspected,School/college/university,26,1,,0,,,,,,,,,
2003,7,Texas,Food,Salmonella enterica,Heidelberg,Confirmed,Prison/jail,517,,,,,"chicken, baked; green pea salad",chicken; egg,Multiple,,,,,
2003,10,Texas,Food,Shigella sonnei,,Confirmed,Unknown,55,,,,,,,,,,,,
2004,5,Florida,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,"chicken, buffalo wings",,Multiple,,,,,
2004,5,Florida,Food,,,,Restaurant - other or unknown type,2,,,,,"meat/egg-based salads, unspecified",,Multiple,,,,,
2004,5,Florida,Food,,,,Grocery store,2,,,,,chicken salad,,Multiple,,,,,
2004,5,Florida,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,"meat/egg-based salads, unspecified",,Multiple,,,,,
2004,5,Florida,Food,,,,Restaurant - other or unknown type,2,,,,,"sandwich, chicken",,Multiple,,,,,
2004,5,Illinois,Food,Norovirus Genogroup I,,Suspected,Private home/residence; Caterer (food prepared off-site from where served),15,,,,,green salad,,Multiple,,,,,
2004,6,Illinois,Food,Salmonella enterica,Infantis,Confirmed,Grocery store,60,5,,0,,"salsa, unspecified",,Multiple,,,,,
2004,6,Wisconsin,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2003,2,Pennsylvania,Food,Scombroid toxin,,Suspected,Restaurant - other or unknown type,11,0,,0,,"tuna, unspecified",,Fish,,,,,
2003,1,Texas,Food,Shigella sonnei,,Confirmed,Unknown,964,,,,,,,,,,,,
2004,5,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,13,0,,0,,sambar,,Multiple,,,,,
2003,7,Minnesota,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,6,0,,0,,,,,,,,,
2003,2,Texas,Food,Listeria monocytogenes,,Confirmed,Other,12,12,,1,,"queso fresco, unpasteurized",cheese,Dairy,,,,,
2004,5,Minnesota,Food,Salmonella enterica,Agona,Confirmed,Private home/residence,24,6,,0,,"sandwich, turkey",,Multiple,,,,,
2003,3,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Private home/residence,7,0,,0,,potato chips,,Root/Underground,,,,,
2003,8,Texas,Food,,,,Camp,15,0,,0,,,,,,,,,
2003,3,Texas,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,33,0,,0,,,,,,,,,
2003,8,Texas,Food,Salmonella enterica,Typhi,Confirmed,Restaurant - other or unknown type,6,4,,0,,"oysters, raw","oysters, raw",Mollusks,,,,,
2003,8,Texas,Food,Salmonella enterica,Group C1,Confirmed,Prison/jail,250,0,,0,,multiple foods,,Unclassifiable,,,,,
2003,11,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,12,2,,0,,,,,,,,,
2004,1,Washington,Food,,,,Restaurant - other or unknown type,2,0,,0,,lettuce-based salads unspecified,,Multiple,,,,,
2004,1,Washington,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7,0,,0,,"oysters, raw",,Mollusks,,,,,
2004,1,Washington,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,0,,0,,caesar salad,,Multiple,,,,,
2004,3,Washington,Food,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,20,0,,0,,"sandwich, reuben; pudding, unspecified",,Multiple,,,,,
2003,1,Texas,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,24,,,,,,,,,,,,
2003,1,Texas,Food,,,,Unknown,34,,,,,,,,,,,,
2003,2,Texas,Food,Shigella sonnei,,Confirmed,Unknown,84,,,,,,,,,,,,
2003,5,Texas,Food,Norovirus Genogroup I,,Confirmed,Unknown,29,,,,,,,,,,,,
2003,5,Texas,Food,Shigella sonnei,,Confirmed,Unknown,88,,,,,,,,,,,,
2003,8,Texas,Food,Shigella sonnei,,Confirmed,Unknown,11,,,,,,,,,,,,
2004,3,Washington,Food,,,,Restaurant - other or unknown type,2,0,,0,,"sandwich, submarine",,Multiple,,,,,
2004,3,Washington,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,3,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,2,2,,0,,"lamb, unspecified",,Other Meat,,,,,
2004,4,Washington,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,5,Washington,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,3,0,,0,,"chicken, grilled",,Chicken,,,,,
2004,5,Washington,Food,,,,Restaurant - other or unknown type,2,0,,0,,"chicken, teriyaki",,Multiple,,,,,
2003,11,California,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,5,California,Food,Norovirus Genogroup I,,Suspected,Other,35,0,,0,,multiple foods,,Unclassifiable,,,,,
2004,1,California,Food,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2004,1,California,Food,Norovirus Genogroup I,,Suspected,Private home/residence,9,0,,0,,"chicken, bbq",chicken,Chicken,,,,,
2004,1,California,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,6,Illinois,Food,Norovirus Genogroup I,,Suspected,Other,25,1,,0,,"sauces, unspecified; carrots, unspecified",,Multiple,,,,,
2004,6,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,0,,0,,,,,,,,,
2004,6,Illinois,Food,,,,Restaurant - other or unknown type,27,1,,0,,,,,,,,,
2004,6,Florida,Food,,,,Restaurant - other or unknown type,4,0,,0,,multiple foods,,Unclassifiable,,,,,
2004,5,Colorado,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,12,0,,0,,,,,,,,,
2004,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Religious facility,34,2,,0,,honeydew melon; musk melon; watermelon,,Fruits,,,,,
2004,1,North Carolina,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,12,0,,0,,pasta salad,,Multiple,,,,,
2004,1,North Carolina,Food,Norovirus Genogroup I,,Confirmed,School/college/university,425,0,,0,,salad bar,,Unclassifiable,,,,,
2004,2,North Carolina,Food,,,,Other,15,0,,0,,"deli meat, sliced turkey",,Turkey,,,,,
2004,4,North Carolina,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,31,0,,0,,,,,,,,,
2004,4,North Carolina,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,39,2,,0,,,,,,,,,
2004,4,Georgia,Food,Salmonella enterica,Bareilly,Confirmed,Restaurant - other or unknown type,3,1,,0,,,,,,,,,
2003,8,Pennsylvania,Food,Salmonella enterica,Typhimurium,Suspected,Unknown,3,2,,0,,"pita; chicken, grilled",,Multiple,,,,,
2003,7,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,9,0,,0,,"pie, merengue",egg,Eggs,,,,,
2003,6,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,2,1,,0,,,,,,,,,
2003,4,Pennsylvania,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,67,2,,0,,"eggs, unspecified; soup, chicken; soup, mushroom",,Multiple,,,,,
2004,4,Iowa,Food,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served); Long-term care/nursing home/assisted living facility,18,0,,0,,"cake, unspecified",,Multiple,,,,,
2004,5,Iowa,Food,Norovirus Genogroup I,,Suspected,Private home/residence; Other,21,0,,0,,,,,,,,,
2004,5,Tennessee,Food,Cyclospora cayetanensis,,Suspected,Private home/residence; Caterer (food prepared off-site from where served),13,0,,0,,"condiment, unspecified; bean salad",,Multiple,,,,,
2004,6,Tennessee,Food,Norovirus Genogroup I,,Confirmed,Other,15,0,,0,,,,,,,,,
2004,5,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,3,1,,0,,"shrimp, fried",,Multiple,,,,,
2004,3,Mississippi,Food,,,,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2003,6,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,72,1,,0,,,,,,,,,
2003,10,Pennsylvania,Food,Salmonella enterica,Heidelberg,Suspected,Unknown,2,0,,0,,,,,,,,,
2003,6,Pennsylvania,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,6,Illinois,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,34,0,,0,,"pork, bbq",,Multiple,,,,,
2004,6,Oregon,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2003,7,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Grocery store,4,0,,0,,,,,,,,,
2003,3,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,2,1,,0,,,,,,,,,
2003,7,Pennsylvania,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type; Office/indoor workplace,3,,,,,,,,,,,,
2003,5,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,50,0,,0,,,,,,,,,
2003,7,Pennsylvania,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,11,0,,0,,"beef, other; chicken, unspecified",,Multiple,,,,,
2003,1,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Unknown,32,,,,,,,,,,,,
2004,3,California,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,2,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,5,California,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,14,0,,0,,"eggs, quiche; multiple salads",chicken; chicken,Chicken,,,,,
2004,4,California,Food,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type,13,1,,0,,,,,,,,,
2004,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Unknown,11,0,,0,,"pastry, unspecified",,Multiple,,,,,
2004,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,12,0,,0,,,,,,,,,
2003,6,Virginia,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),176,,,,,"ribs, unspecified",,Multiple,,,,,
2004,4,Oregon,Food,Norovirus Genogroup I,,Confirmed,Unknown,42,0,,0,,,,,,,,,
2004,5,Georgia,Food,Salmonella enterica,Oranienburg,Suspected,Unknown,4,0,,0,,,,,,,,,
2003,10,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,,0,,"potato, mashed; eggs, other",,Multiple,,,,,
2003,5,Virginia,Food,Norovirus Genogroup II,unknown,Confirmed,Unknown,58,,,,,"butter; carrots, unspecified",,Multiple,,,,,
2004,6,Maryland,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2004,6,Maryland,Food,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,26,0,,0,,,,,,,,,
2004,6,Maryland,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,50,0,,0,,"sandwich, deli",,Multiple,,,,,
2003,6,Virginia,Food,Norovirus Genogroup II,unknown,Confirmed,Other,45,,,,,"mixed vegetables, unspecified",,Multiple,,,,,
2003,6,Virginia,Food,,,,Other,42,,,,,,,,,,,,
2003,3,Virginia,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,55,1,,0,,,,,,,,,
2004,6,Illinois,Food,,,,Restaurant - other or unknown type,15,2,,0,,,,,,,,,
2004,6,Illinois,Food,Salmonella enterica,Ohio,Confirmed,Restaurant - other or unknown type,20,1,,0,,"pork, other",,Pork,,,,,
2004,6,Maryland,Food,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,28,0,,0,,"soup, cream of crab",,Multiple,,,,,
2004,6,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,19,5,,0,,"seabass, unspecified; eggs, unspecified",,Multiple,,,,,
2003,12,Texas,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,54,0,,,,,,,,,,,
2004,5,Maryland,Food,Norovirus Genogroup I,,Suspected,Private home/residence,31,0,,0,,vegetable-based salads unspecified,,Multiple,,,,,
2004,6,Maryland,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,61,0,,0,,,,,,,,,
2004,3,Maryland,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,4,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,4,1,,0,,crab cakes,,Multiple,,,,,
2004,5,Oregon,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,16,0,,0,,,,,,,,,
2003,7,North Dakota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,3,0,,0,,"ground beef, hamburger",,Beef,,,,,
2004,6,Florida,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,,,greek salad,,Multiple,,,,,
2004,6,New York,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,50,0,,0,,seafood newberg,,Multiple,,,,,
2004,6,California,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,13,0,,0,,,,,,,,,
2004,6,California,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,5,0,,0,,"fish, ahi",fin fish,Fish,,,,,
2004,4,California,Food,Salmonella enterica,London,Confirmed,Restaurant - other or unknown type,6,1,,0,,,,,,,,,
2004,3,California,Food,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,5,New York,Food,,,,Caterer (food prepared off-site from where served),89,0,,0,,"steak, other",,Beef,,,,,
2004,4,Oregon,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Grocery store,12,0,,0,,,,,,,,,
2004,6,Oregon,Food,Clostridium perfringens,,Suspected,Camp,80,2,,0,,"turkey, other",,Turkey,,,,,
2003,8,Minnesota,Food,,,,Camp,18,0,,0,,butterscotch bars,,Multiple,,,,,
2003,11,Virginia,Food,"Escherichia coli, Enterotoxigenic",,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,14,0,,0,,,,,,,,,
2003,10,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,10,1,,0,,,,,,,,,
2004,5,Oregon,Food,,,,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,5,Alabama,Food,,,,Restaurant - other or unknown type,4,,,,,fried chicken salad,,Multiple,,,,,
2004,6,Alabama,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,6,Colorado,Food,Campylobacter jejuni,,Confirmed,Restaurant - other or unknown type,2,0,,0,,"chicken, grilled",chicken,Chicken,,,,,
2004,6,Alabama,Food,,,,Restaurant - other or unknown type,4,0,,0,,"shrimp, unspecified; egg rolls; vegetable-based salads unspecified",,Multiple,,,,,
2004,6,Alabama,Food,,,,Restaurant - other or unknown type,4,,,,,"seafood soup/stew, unspecified",,Multiple,,,,,
2004,6,Alabama,Food,,,,Restaurant - other or unknown type,2,0,,0,,multiple foods,,Unclassifiable,,,,,
2004,6,Alabama,Food,,,,Restaurant - other or unknown type,4,,,,,"cheese dip; fajita, chicken",,Multiple,,,,,
2004,2,Washington,Food,Giardia duodenalis,,Confirmed,Restaurant - other or unknown type,19,,,0,,"ice, unspecified",,Other,,,,,
2004,6,Alabama,Food,,,,Restaurant - other or unknown type,2,,,,,"chicken, unspecified",,Chicken,,,,,
2004,5,Washington,Food,Shigella sonnei,,Confirmed,Restaurant - other or unknown type,27,2,,0,,,,,,,,,
2004,4,Washington,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7,2,,0,,,,,,,,,
2004,7,Colorado,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,7,0,,0,,"chicken, other",,Chicken,,,,,
2004,2,Washington,Food,Salmonella enterica,Heidelberg,Confirmed,Prison/jail,4,1,,0,,,,,,,,,
2004,5,Washington,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,9,0,,0,,,,,,,,,
2004,4,Washington DC,Food,Norovirus Genogroup I; Norovirus Genogroup II,,Suspected; Suspected,Other,65,1,,0,,"chicken, other; potato, mashed; caesar salad",,Multiple,,,,,
2004,6,Illinois,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,7,Georgia,Food,,,,Grocery store,9,0,,0,,"cake, unspecified",,Multiple,,,,,
2004,6,Maryland,Food,,,,Restaurant - other or unknown type,3,0,,0,,"chicken, buffalo wings",,Multiple,,,,,
2004,7,Maryland,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,6,1,,0,,"tuna dishes, unspecified",,Multiple,,,,,
2004,5,Iowa,Food,Norovirus Genogroup I,,Confirmed,Private home/residence; School/college/university,108,2,,0,,,,,,,,,
