tag,text
pos,"Got take out for lunch here today.  Had salmon pita with side Greek salad-a great, reasonably healthy and reasonably priced lunch.  Salad was solid with good feta cheese and dressing.  Most importantly for me, the salmon pita contained a generous amount of salmon-and for $6! The owners also gave me a small piece of baklava for free, which I appreciated and enjoyed.  Will come back here for lunch."
pos,"Real Greek food, lamb on a spit, HUGE portions, and a very comfy overall feel to this place.
Staff is friendly...I'd totally go back :-)"
neg,"Have been back a couple times since. The food is still good. The prices went up slightly. But overall the big change is in the service. 

No one expects a sushi place to have good service but to have service that ruins your dinner? That's unacceptable. We had 3 servers help us over the course of the night, one kept forgetting to bring the things we asked her for, such as water and napkins and soy sauce (seriously they forgot soy sauce at a sushi place?!) another was so rude I couldn't believe it. And then the third was yelled at by a family at another table for sneezing in their food and walking away, and then they sent her our way!!! No thanks I don't want your sneeze near me. 

After we paid and left we yelled back, ""thanks for being rude."" Now I really won't go back."
neg,"Presby had its annual free holiday lunch yesterday, and I partook.  I don't like to look a gift horse in the mouth, but it reminded me of why I refuse to spend money on the swill served here.  Trust me when I say that you don't need to have dietary restrictions to realize that the food served here is piss poor, even by cafeteria standards.

As I filed through the lunch line, I was asked if I'd like a stuffed pot-pie style chicken breast, and I assented.  Seeing ham with pineapple, I went to get a slice, but was told that I could only have one entree.  Um, okay, but perhaps I could have been asked if I wanted chicken, ham, or eggplant, instead of simply being asked if I wanted chicken.  Anyway, going down the line, I was offered white rice and cooked baby carrots, which I accepted.  The salads, which I encountered next, looked rather wilted, but I took one anyway, since I wanted some greens with my meal.  After that, I took a dinner roll and butter, dipped myself some eggnog, and took two pastries.

Doesn't free food always taste best, you ask?  Well, that adage certainly didn't apply here, since this food was no better than the usual offerings.  If I had to describe the taste in a word, ""bland"" would be the one that I choose.  Even so, I ate all of it except for the wilted salad, since it was, indeed, free.  The best part of the meal was the eggnog, which I'm sure was straight out of a jug, but was nevertheless more flavorful than even the pastries.

I appreciate Presby's effort to get into the holiday spirit--really, I do.  However, their execution needs work.  For example, not pre-dressing the salads would avoid the wilting problem--which, by the way, was present at last year's holiday meal as well.  While I'm tempted to give them two stars for effort, I'm going with my original assessment of one due to the their use of all styrofoam containers, which shows no concern for the environment.  Considered in conjunction with the lackluster lunch options at other nearby eateries, the poor quality of food at the Presby cafeteria motivates me to pack my lunch every day and save my money for better culinary uses."
neg,"Farmers markets here in AZ seem to be more of a craft fair.  Very limited in the produce department.  But what they do have is good and those working their booths are polite and helpful.  Like the tamales.  Tasty variety.  Parking was the pits, but it seems they've modified that situation a bit."
pos,"After my son had been to VIP many times he finally convinced me to go. I had a really great time, its a we'll run and efficient place just didn't realize how much energy it took for the 4 hr ""window"" which  is plenty of time to have a great time there. Have since recommended it to friends and neighbors and all have had great bday parties or individual sessions too. I'll be back again soon."
pos,"My wife and I were in town for 4 nights and on the last night we ate there with another couple. It was by far the best restaurant we ate at and we only eat at top rated restaurants. Everything we had was creative, fresh and properly seasoned.

Our favorites were the peppers, pate, spring roll and lamb dish! Also we had some wonderful local red wine! Next time I'm in town I will definitely include a visit to FbB!"
neu,"I wanted to wait until I've had the tinted/UV-filtered film on my windows for a full month or two & into Nevada's scorching Summers before I posted a review, but for the heck of it I'll do review now & update it as necessary.

  I called them on an early weekday afternoon in April & they told me they could fit me in if I arrived around 3PM.   I did so, and spoke with the young woman in-person about what all I wanted done.   Like most people, my main interest was in helping keep the interior of my car cooler during the hot summers here in the Las Vegas area.   My Chevrolet 'crossover' type car already had tinted side windows, read hatch glass, and sunroof & moonroof windows so my thought was I just needed something for the front driver & passenger side windows.      However, she educated me that the factory tinting really just provides some privacy, not UV protection, so even though most of the glass on the car was tinted, if I wanted to decrease UV penetration to keep the car interior cooler, I'd need to chose one of several brands & levels of UV protection film for the factory tinted-windows, and the I could also have a tinted+UV protected film put on the front driver/passenger door windows & a non-tinted UV film put on the front windshield.

  Having all the windows done cost me about $330 -- more money than I was planning on, but there is a lot of glass on my vehicle.    I got small discount for checking-in to the business on Yelp, but had I known I'd be going there sooner for the service, I would have looked for other coupons.

 I was told it should take about 90 minutes to do the work, so I sat for a while in their nice little customer waiting room with a wall-mount 30"" TV, some assorted magazines, and what especially was a nice touch -- a small refrigerator full of bottled water & soft drinks, free for their waiting customers.       Alas, some dumb ____ was engrossed in watching The Kardashians on the TV, so after about 30 minutes of trying to ignore it, I was either going to beat on the woman, or I needed to leave.  I opted to spend the next hour walking around the industrial park that the business is located in (Diablo Business Park!).  Not very scenic, but good exercise.    I returned a little over 90 minutes since they'd taken possession of my car, but it was not ready yet, so I went back into their waiting room & thankfully, the dumb broad had left so I was able to put the TV onto something more interesting.    Finally after about 2 hours, my car was done.

  They'd kept the interior of my car clean, gave me a quick briefing on the film (it's all on the inside of the car windows -- be careful not to scratch the film if cleaning the inside, any little bubbles you see should disappear within a day or so, etc.) & sent me on my way.

   It's so nice having the front side windows tinted, to make it much more difficult for a punk to walk by my car & casually glance in to see if there's anything valuable inside, and the tinting matches the OEM GM tinting.    If you've got good vision & look hard, you can & will be able to slightly detect that there's (UV blocking) film on the front windshield, but you really have to try to do it, and it's nothing that creates a safety issue or even just a mental nuisance.


   I usually park in garages during my daily travels, and as I write this, it's still just early May, but in the month or so that I've had the window tinting & more importantly, UV protection added to my car, we've certainly had plenty of very sunny days & temps into to upper 90s and I do believe the UV protection done at Eco-Tint has made a noticeable difference in my car staying noticeably cooler when parked outside or when I'm driving it.     The 110 degree days of July & August will be the true test, and I'm certainly not expecting I'll be able to drive around without the AC on, I'm just hoping & expecting the interior will stay somewhat cooler when I do have to leave the car parked out in the sun as well as the CA having to work less hard when I'm driving on those hot Summer days.

  So far, the window film is holding-up well -- no scratches, peeling, bubbles, etc.   I will edit this review at any point in the future when I have further info --good or bad-- to share."
pos,"Authentic Indian food (I think it is anyway, definitely yummy). Delicious and a great price. We went here on a Sunday and ate the buffet. Would recommend coming here for lunch."
neg,"Took Dad there for breakfast. Our server was very good. However there was a bus girl who spent the entire visit speaking Spanish to her boyfriend in the booth next to us. It was very disruptive. She had to speak louder while she was spot cleaning tables across the room.  Very unprofessional, even for a Denny's."
pos,"I'm so glad I finally got the chance to try this place!! Healthy, fresh and fast!! Oooh and tasty!! Way to hit the nail on the head guys!! 
Thank you for doing what you do AND changing your hours to be open later!!! 
I now have somewhere close by that I can go to and stay healthy!!! YOU GUYS ROCK"
pos,"Yummm!
5 Stars for absolutely delicious masterpiece donuts. It was so difficult to decide what to select. 
Very Clean place. 
Delicious coffee.
It was a perfect stop for a quick caffeine and sweets 'fix.'
I will definitely be back!"
pos,"This is a really busy location of Starbucks. I work in the same Center as these guys- come here a lot but just now getting on Yelp and reviewing them. Great service, even with the long lines! Always have items on the menu in stock so you dont have to hear the bs line- oh we are out- which is refreshing!! Thanks for being great guys!!"
pos,Ask for Jenn!! She is literally the best server that I've had at PKWY. Quick and attentive service. She recommend the mini corn dogs which were an explosion of awesomeness in my mouth. Try that sh*t!!!
neu,"So yes you may have to wait sometimes but it is never a letdown.You get a hot shave and a fresh cut, win win.While you wait you can flip thru a Playboy, a movie is always playing and there is no shortage of smack talk.No politics or religion here, it's all girls, cars, guns, fights ( legal or non) , sports, liquor,  tools, good fat to chew .  Definitely an experience,  don't forget to tip like that one punk did when I was there."
neg,"This review applies strictly to their catering options.  Proceed with caution, as there are many ""mine fields""."
neg,"What happened to this place?

Just 2 years ago I lived in the area and would come to Dixons at least twice a week and the food was outstanding! Last weekend we decided to venture down here for a long overdue visit and I was excited to get one of my favorite meals.

What a disappointment. Their food has taken a serious downgrade. Everyone at our table was disappointed with their meals. What started as A+ pub meals now looks like middle school cafeteria food.

The only positive was that the service is still excellent."
pos,"Just got my food holy shit it was amazing I got the Philly cheesesteak and the chicken tenders for a quick place for food it was pretty bomb for a late night meal
This didn't post when I got my
Food idk why"
neg,"DO NOT OBTAIN MEDICAL CARE HERE.  My daughter and I have had numerous problems, ranging from messed up test results, delayed response of 3 weeks on an allergic reaction to a medication, totally incompetent office staff, erroneous billing and horribly unprofessional staff.  There are WAY too many options in the Valley.  This office is being run into the ground by incompetence. Not what I want to deal with if I did have a medical issue.   Go elsewhere. Don't take your chances. I have been in the medical field, all areas, for 27 years and this place is bad news.   JoEllen may be a great physician, but she doesn't run that place. Incompetence does."
neg,Their clothes gone cheaper quality. The store is dirty and u organized. I wouldnt even pay $40 for a polo that looks like the same quality i get from dept. store
pos,"I know many people complain at the prices of Whole Foods. However, I love a place that has ethics and supports locally grown produce as much as possible. I will spend extra money for ethics and vegan options! This store is always clean and has very friendly workers. I'm always helped quickly whenever I have questions or if I'm looking for a specific product."
neg,"Oh My Gosh!!! This place was soooooooo disgusting!!  First of all to pay 11+ for a 6"" sub and French fries, was highway robbery.  Just sayin

I have a hard time believing some of the reviews for this place.  I don't see how you could like their so called Italian even remotely good.  You must have never had a sub sandwich in your life.  On the board the sandwich ingredients included, your regular meats, ham, cappicola, salami, etc etc.   The sub I got included the following.... black forest ham (maybe?? - it honestly tasted like store bought store brand ham) and COTTO SALAMI!!! It was so thick that is all you tasted.  I will never go back and eat here.

As my friend and I were waiting for our food, we thought what a great time to try a slice of pizza as their special was .99 for a slice.  We asked the girl at the counter,( who, by the way also had her two children at the counter as well....weird, yes.) for a slice and she said.... oh, we don't have any...  HUH?  

It was not a good experience.... DO NOT GO HERE...IT SUCKS!!!!.  There are other places for desperation food for a lot less in walking distance than to enter here. 

this is one of those places that you could definitely earn the Maverick badge.... hahaha

Thanks for reading."
neu,"My husband and I decided to come here for date night on a Saturday. We didn't have to wait for a table (actually the place was pretty quiet for a Saturday night) - I thought that maybe it's because the restaurant is tucked away. I ordered the baseball cut top sirloin and my husband ordered the Denver cut NY striploin. The sides of mashed potatoes and corn on a cob came with both meals as there are no other choices for sides. I added 2 large crunchy onion rings on top of my steak for an extra $4.00. The food presentation was bare and the steaks were underwhelming (the sear on the striploin was good, crunchy and not too much fat. I would rank this place just a tad higher than Jack Astor's and not even close to the Keg (and the Keg is not even that great). If you're a drinker, this place does have a large selection of beer, whiskey and bourbon. The décor is trendy with a wine wall and large TVs. I wouldn't come back here for steaks though..."
neu,"Petite Potato was quiet during my afternoon weekday visit. Service was good and the food and drink we ordered came out at a reasonable time. 

A good place to chill out and meet up with friends. The menu is extensive. Picking just one item could be quite difficult, but I can always come back on another day. I do love the options of both traditional Chinese dessert and other new and funky creation.

Pricing is typical of Taiwanese Tea House. A little pricey but you do pay for the nice ambience."
neg,"Nope! Never again. I went in this morning for a fill and a pedicure. The young lady who did my pedicure must have been having a bad day because she looked annoyed that I required her to work. No hello or conversation. I had selected 2 gel colors and had asked for those same colors in regular polish for my toes. That must have been to much. So needless to say I ended up with Orange toes instead of soft peach and teal and didn't stay for the fill. I will not be going back no matter how much of a discount I get. Customer Service is key, people."
neg,"Two star is for the taste of the curry. Ordered a kare don (curry rice) to go, by the time I get to my work place the rice is soaked with the curry. 

So what I got for $10 white rice and curry. Make sure to add chicken for $3 cause if you don't read carefully u end up eating the rice with curry. That guy should have asked all customer if they want to add the chicken. 

Not worth it if is $10 lunch.I feel like I got scam.Should have get the sake lover for 12.99.
 The taste of the curry is ok but not worth the price."
pos,I came to university medical center for their transplant information. Was treated very well the person who took my who did my blood work was it was painless and fast. I had another appointment across the way in the Edwards building and they shuttled us to and from this building. The plus was the way that they have valet parking which is free to those with handicap Plates
neg,"We've seen several shows at Standup Live. Some comedians are funnier than others, obviously. Depends on the type of humor you're into. The drinks are pricey, and with a two drink minimum, you're going to spend some money even if you get a free ticket. The food is decent. My advice is to show up early: at least an hour. 

Okay now for the rub. As an audio engineer, I am shocked and horrified how terrible the sound system is. I've arrived late and sat in the back most times, and have a tough time understanding what's being said. Either the speakers suck, the mic sucks, or the audio engineer has no clue what they're doing. Only low and medium frequencies are getting to the back of the room. For the prices they charge for admission and drinks, and the quality of talent they bring to represent downtown Phoenix, they are definitely making enough grip to get a decent sound system. The audio has been super disappointing every time I've gone.

Edit 2 months later: the business contacted me about this review and told me I would be getting contacted by the manager. That never happened."
neg,Ticket prices are really cheap came out to about $22 per person. That includes one alcohol drink and a two for one coupon to the flavors buffet. When we got to the show we were informed that Mac King would not be performing and some other magician was taking his place. He really wasn't very good and the show was supposed to be over an hour and he finished in 54 minutes. Yelp had a check in offer for a free autographed picture of Mac King of course we could not get that since he was not performing!!! They need to tell us upfront if he is not performing not after-the-fact! I would have not gotten the tickets if I had known that
neg,"I had them install a surround sound about seven years ago.  The installation was okay, but they were constantly changing show times for the days of the installation.  To be fair they were in the process of changing locations.  However, when you tell a customer the times that you will be there as well as a time of completion every effort should be made to honor that.  I say this now to add to my most recent experience.  My sub-woofer went out and I ask them if they could come by and take a look at it.  They came by and picked it up.  Two days later with no word from them I called and they said that they would check on it.  They called me back and told me that they don't carry that brand anymore and that they would have to send it to the company for a repair estimate.  I then received a bill for $125.  While I was expecting a small charge, that seems a little excessive for a pick-up and we cannot do anything.  I think you could find better service and prices somewhere else.  I'm taking my business elsewhere."
pos,"The figures are so realistic that you might apologise to them if you accidentally bump into one thinking it's a person! ;) The quality of them is very impressive and they're all original dimensions so you can see how you size up to your favorite celebrities. This is a cool place (literally) to visit if you're looking for an alternative to casinos and buffets but don't want to leave the strip. It's a bit awkward to find but once you do, it's fairly cheap to get in. I think it's $15 with a NV ID and $25 without, but it's worth it. I originally wasn't planning on coming here but once I did, I've been back twice with different people. There is such a large variety of wax figures and photos are encouraged.There is also a replica wedding chapel from the ""Hangover"" movie and a costume dress that makes for some good fake Vegas wedding photos. If you're into wax museums, this place is awesome. If you've never been to a wax museum, I'd definitely check this one out, if any."
neg,I visited for happy hour and the waiter forgot two things on our order and was slow. The food was ok on happy hour drinks were good. Then I visited for dinner and the food was average and overpriced.
neg,"The food was good but service was horrible. We were there for a birthday party and one of the kids did not receive her food with the rest. The waiter didn't even notice that a meal was missing. We had to tell him. By the time her food came out everyone was done. It took longer to receive her quesadilla than it took to bring our initial meals. How long does it take to make a quesadilla? Did he even bother to expedite since it was their screw up? We kept seeing all this other food come out but not the quesadilla. It isnt even busy. Also, check if your customers need refills. There's a thought."
pos,"This place is eggcelent. I really like what they've been bacon. The cof(fee) wasn't bad either for the meal. The wait staff was abso-fruitly great and peary helpful. All in all, I would definitely be syr(up) for another visit. I'm glad I could yelp you to decide to eat your next breakfast.

Seriously though, this place is amazing. Possibly the best breakfast I've ever had. My favorite place to get breakfast in Montreal."
pos,The food was amazing and huge I love this place have no complaints the customer service was awesome I would recommend this place to a friend
pos,Absolutely love this place. I've never had anything from the menu that I didn't like. Been here at least 10 times now
pos,"I love hot dogs. Full disclosure, even as a kinda foodie, hot dogs rank in my top five favorite foods. I've had them everywhere that they serve them, from New York to Chicago, Happy Dog is still by absolute my favorite. The ambiance, the selection of beers the surplus of toppings.... it is hot dog nirvana. Go there and enjoy yourself!"
neu,"Went for restaurant week with some friends.  Service takes a while.  The guy helping us did the best he could but I think he was held by the kitchen, etc.  Anyways they ran out of a bunch of stuff on the restaurant week menu.  It's not we were there really late.  I think if you offer these things you should have them in stock.  Needless to say we were told about these missing items after we had already ordered making our wait longer.  In total 3 hour dinner.  Way too long.  Also food was ok except the fish which was very tasty"
neg,It doesn't accept visa credit card I had to run across to supermarket to get cash. Food portion was super small. I ate two orders by myself. A waiter almost took away my plate without asking before I finished.
pos,"The closest this southern boy has ever been to Paris is the one in Florida... at EPCOT. I did have three years of French in high school however,  so I knew that ""patisserie"" meant ""bakery"" (sorta) which means fresh croissants, macaroons and lots of other sweet, buttery and flaky treats. So on a sunny Saturday morning, my wife and I ventured to the Southend area of uptown Charlotte to try this place for ourselves. According to my fellow Yelpers, it appeared to be a slam dunk.

We were greeted by the actual chef, who allegedly worked for Oprah... not so sure about that but he did have a French accent  and the chocolate croissants were supreme. They ran about $4 each. We also purchased a small chocolate birthday cake with buttercream icing. It was moist and delicious.

The store itself is tiny. There is room for a couple of two-seater tables but little else. They're also tables outside. The cafe-like atmosphere is very appealing and, most importantly, the display case, although small, has all of expected French pastries.

In Charlotte, when you mention French bakeries, the first one that pops into your head is usually Amelie's, which unfortunately has franchised itself all over Charlotte, and it has lost some of its appeal. With Renaissance, it's all about the pastries. We enjoyed it and look forward to its move to South Park."
neu,"Service is very poor !!!
There's more employees then costumers and only one guy is on the hot line .
Order came completely not by the order it was ordered and it took forever considering the fact that there was one table when I set down .
It's a shame because the food was alright for the price .
Definitely needs a manager to bring some order into this place !!!!"
neg,"So upset and stressed over the multiple different answers when you leave a phone message for your MD...Dr. Manuel wrote my prescription on Dec. 20,2017. Unfortunately, all local Pharmacies were out of stock until January 2018. I took my written prescription to my Pharmacy who 8 hours later told me they couldn't fill it unless the Dr. faxed in an ICD CODE...a new requirement per the Pharmacy and Medical Office who both state they had no advance notice about this new rule until yesterday. I called the MD three times today to ask if they could flag the request as urgent as I have been out of my meds for two weeks, I was treated well by the Medical Assistants that I spoke with. I made my final call at 4:50 pm to find out it wasn't done and the Pharmacy didn't answer the call so I can't do anything until tomorrow am!! To put a patient in this position is horrible!!! There needs to be a way to resolve this!!!!!!!!!!!!!!'"
pos,Had such a great experience and got the cutest frames! Tyson was so helpful and made sure everything was perfect before I left with my new frames. Highly recommend!
neg,I loved eat n park. Such a fun place to go and eat. But taking down the molten lava cake is a bad move. But making matters worse and replacing it with a brownie Sunday or whatever is so bad. You can get that at any restaurant. Very disappointed. #bringmoltenlavacakeback
neg,"I usually go to BWW when traveling for good service at the bar.  Not this place no bartender behind bar. Waited for drink every time and waited to get the bill paid.  Very dissatisfied. Bar was full with a lot of empty glasses. 
Feel sorry for bartender he was serving tables and trying to bartender.  Don't call yourself a sports bar if you cannot provide quality service."
neg,If I could give this 0 stars I would.  The sushi looks unappetizing and the coloring is extremely off.  It tastes like they have all been out for a long time.  Worst sushi in Charlotte; this place will not be open long hopefully.
pos,"Doesn't receive enough credit on Yelp! The portions ARE MASSIVE. If you want to be in a breakfast/brunch coma all day, this is where you go. There's usually a line, but it'll be worth it! 

The quality of food for the price you pay was amazing! Service was great, everyone was friendly and inviting. The menu has a large variety to choose from, so you're bound to find something for you! 

There wasn't a long wait time when receiving our food. Dishes were flavourful and everything complemented each other very well. Absolutely no complaints about this breakfast spot, aside from Toronto needs one!"
neg,"If I had the time to take a look at the reviews of this restaurant I would not have eaten here for dinner on a Sunday night. This place was chosen by one other person in our group during our stay in Toronto for Labor Day weekend. As my boyfriend, sister, and my sister's boyfriend arrived we were seated in the same section at a separate table as our group. 

Our waitress was nice as she took our orders and even made suggestions on what to order. My table waited for our food and observed the other waiters as they brought out dishes to the other tables. We couldn't help but notice that every time someone brought out a different plate, they either looked confused and asked another worker which table the dish was suppose to go to or walked to a table only to bring the food back to ask another worker where it was suppose to go. And it wasn't one waiter that looked like they were being trained on the first day of the job. There were three workers (two males and one female) who all brought out food and looked confused. This worried us a bit but we decided to put it aside.

When we saw one of the waiters bring out a plate that my table assumed was ours we watched as he walked towards us, stopped at our table, and faced away to not only ask our waitress (who was taking orders of the table next to us) which table this dish was for BUT also slapped the waitress's butt multiple times as if he was trying to bounce a basketball. The waitress just laughed and pointed behind her towards us and said that the dish belonged to our table.

It didn't stop there. When my sister received her plate of Honey Sriracha wings she immediately noticed that her dish smelled like dried saliva. We smelled her dish and noticed that her wings smelled fine but it was her plate that smelled as if it had not been washed thoroughly and that a dog had licked the plate clean. 

There was also another incident where I leaned forward to get a bite of my fish & chips and one of the male waiters walked by and swiftly grabbed one of the empty water glasses that was placed close to my plate and had almost hit me in the face. He didn't even say excuse me and swiftly walked away. I understand there was a huge party that they had to wait, however the ill mannerisms was unacceptable. 

This place was truly worse than any other restaurant I have ever been to and I only wish I had looked on yelp for their reviews prior to stepping foot in the restaurant. As we left the restaurant I saw a group of three people standing outside debating if they should eat at this restaurant. I straight up told them to not waste their money on this restaurant's service nor food because what we experienced was something no one else should go through."
neg,"Pricey, small portions and food is not that great. I went for Carnival Enchiladas. Both enchiladas were very small."
neu,"WARNING WARNING WARNING!!!!

This is a ""millennial"" Gym...

What does that mean?

Today, all in one moment in time, 5 benches in/near the free-weight area were occupied by people just sitting, using their phones.  Trust me, well beyond the ""in between sets"" rest period. At the top of the stairs, someone was on a phone call while on the sit-up board. This is not unusual and happens ALL the time.

No member of the staff has EVER said Hello to
Me...EVER.

I would have given 'two stars' but, the gym is good sized with a decent selection of equipment. 

The front is beautiful and will be exceptional when the doors can be opened for open-air workouts, but beyond the frontage of the gym, the area surrounding is a dump.

C'mon guys, you could be SO MUCH better!"
pos,"A couple friends decided to try out MindSpark's Escape Rooms after having an awesome experience at Class Axe and we were not disappointed. As usual, Chris was amazing and got our group pumped up for the room. He was even kind enough to reassure one of our friends who was a little nervous about how scary the room would be. We were told it was one of the hardest rooms in Arizona and were so excited when our group beat it, although looking back, it could have been Chris being very gracious and stroking our egos  Great room and great fun! We're planning on returning to try out their other escape room!"
