"Date","Brand.Name.s.","Product.Description","Recall.Reason.Description","Company.Name"
"03/01/2019","Nova Salted Biscuit","Nova Salted Biscuit","Milk Allergen","Asia Foods Distributor Inc."
"02/27/2019","Joy","Joy Brand Chutneys and Pastes","Allergy Alert on Undeclared Sulfites","Joy Gourmet Foods Inc"
"02/25/2019","Victoria","Marinara Sauce","Undeclared Cashew","Victoria"
"02/22/2019","Concord Fresh Success","Mild Salsa Seasoning Mix","Undeclared milk","Concord Foods"
"02/22/2019","Smoked Alaska","Smoked Silver Salmon","Potential to be contaminated with Clostridium botulinum","Smoked Alaska Seafoods, Inc"
"02/22/2019","Meijer","Ultimate Chocolate Mint Chip Cookies","Undeclared Soy","Meijer"
"02/20/2019","Jacques Torres","Jacques’ Big Daddy Bar","Undeclared Milk","Jacques Torres Manufacturing LLC"
"02/20/2019","Gilda Industries","Panque – Butter pound cake","Undeclared milk","Gilda Industries, Inc."
"02/15/2019","Jansal Valley","Dukkah 2.5oz","Due to Potential Glass Pieces","Sid Wainer and Son"
"02/13/2019","Ottogi","JIN JJAMBBONG’ and Jin Ramen","Undeclared Egg","Ottogi America, Inc"
"02/11/2019","WTRMLN WTR","Cold pressed juiced watermelon","Possible Presence of Soft Plastic Pieces","World Waters, LLC"
"02/08/2019","Bird Seed Food Co.","Granola-Goldenola Turmeric & Ginger","Undeclared Cashews","Bird Seed Food Co."
"02/04/2019","Whole Foods Market","Hipster Chipster Cookies","Undeclared Walnut, Milk and Eggs","Whole Foods Market"
"02/04/2019","Stacy's","Pita Chips","Undeclared milk","Frito-Lay"
"02/01/2019","Oskri","Nut Butters","Listeria monocytogenes","Oskri Organics Corporation"
"02/01/2019","Gold Medal","Unbleached Flour","Potential Presence of Salmonella","General Mills"
"02/01/2019","Simple Truth Organic","Fruit Puree with Nonfat Greek Yogurt pouch","Undeclared milk","Perrigo Company"
"02/01/2019","Satur Farms","Baby Spinach and Mesclun","Potential Contamination by Salmonella","Satur Farms"
"02/01/2019","Jac. Vandenberg, Inc.","Peaches, nectarines, plums","Listeria","Jac. Vandenberg, Inc."
"01/31/2019","Dole, Fresh Selections, Simple Truth, Marketside, The Little Salad Bar, and President’s Choice","Packaged salads","listeria outbreak","Dole Fresh Vegetables, Inc"
"01/24/2019","Whole Foods Market","Pizza, sandwiches, wraps, etc.","Salmonella.","Whole Foods Market"
"01/24/2019","Thrive Market","Several varieties of nut butters","Listeria","Thrive Market Inc."
"01/22/2019","Ottogi","Various noodle products","Undeclared Egg","Ottogi America, Inc."
"01/18/2019","Mrs. Grissom’s Select","Old Fashioned Pimento Cheese","Mislabeling","Mrs. Grissom’s Salads"
"01/15/2019","El Guapo","Chile Habanero and Pasilla-Ancho Chile Pods","Undeclared peanut","Mohave Foods Corporation"
"01/07/2019","Lunch Box","Italian Sub and Ham & Cheese Sandwiches and Ham & Swiss Croissants","Listeria","Grand Strand Sandwich Company"
"01/04/2019","Hy-Vee","Cheesecake","Salmonella","Hy-Vee Inc."
"01/04/2019","Shamrock Farms","2% Reduced Fat Vanilla Half Gallon Milk","Undeclared Almonds","Shamrock Farms"
"01/04/2019","Clancy’s","Wavy Potato Chips","Undeclared Milk","Olde York Potato Chips"
"01/02/2019","Oskri, Thrive","Organic Sunflower Butter","Potential to be contaminated with Listeria monocytogenes","Oskri Organics Corporation"
"12/05/2018","Light & Fit","Greek Crunch S'mores Nonfat Yogurt","Undeclared peanuts","Danone North America"
"11/28/2018","Sprout Creek Farm","Kinkead raw cows' milk cheese","Potential to be contaminated with Listeria monocytogenes","Sprout Creek Farm, Inc."
"11/24/2018","Ottogi","Jin Ramen","Undeclared Egg","Ottogi America, Inc."
"11/20/2018","No brand name; “PACKED BY FIRST SOURCE” printed on back label.","Chocolate and Nut Tray","Undeclared Pecan and Cashew","First Source"
"11/16/2018","Green Cedar","Ackawi Cheese","Potential to be contaminated with Listeria monocytogenes","Green Cedar Dairy"
"11/13/2018","Purveyors Kitchen","Pumpkin Pesto Tapenade","Undeclared tree nut (walnut)","Nor Cal Food Solutions, LLC"
"11/09/2018","Hy-Vee","Fire Roasted Tomato, Spinach Twice Baked Potato","Possible contamination with Salmonella and Listeria monocytogenes","Hy-Vee"
"11/09/2018","Quesillo and Alebrije","Cheeses","Due to Potential Presence of Salmonella","ALEBRIJE DIST WHOLESALE"
"11/09/2018","Recchiuti","Bittersweet and Feve chocolate bars","Undeclared milk","Recchiuti Confections"
"11/05/2018","Duncan Hines","Cake mixes","Due to Potential Presence of Salmonella","Conagra Brands"
"11/02/2018","Barcelona","roasted and salted in shell pistachios","Potential to be contaminated with Salmonella","Barcelona"
"10/30/2018","Fit & Active","Southwest Veggie Stuffed Sandwiches","Possible contamination with Salmonella and Listeria monocytogenes","J&J Snack Foods Handheld Corp."
"10/24/2018","Weis","Chocolate Whoopie Pie","Undeclared Peanuts","Shirley's Cookie Company"
"10/19/2018","Working Cow","Ice Cream","Potential to be contaminated with Listeria monocytogenes","Working Cow Homemade, Inc."
"10/10/2018","Bazzini’s","Pistachios","Potential to be contaminated with salmonella","Bazzini LLC"
"10/05/2018","Callie's Charleston Biscuits","Country Ham Biscuits and Cocktail Ham Biscuits","Potential to be contaminated with Listeria monocytogenes","Callie's Charleston Biscuits LLC"
"10/05/2018","Ladyfingers","Country Ham Rolls","Listeria","Ladyfingers Catering, LLC"
"10/04/2018","Ukrop's","Biscuits, rolls, salads and subs manufactured using recalled ham ingredient","Potential for Contamination with Listeria monocytogenes","Ukrop's"
"09/25/2018","Harris Teeter","Frozen yogurt","Undeclared peanut","Harris Teeter"
"09/18/2018","Bellona","Milk Chocolate Flavored Coated Wafer with Hazelnut Crème Filling and White Chocolate Flavor","Wheat","Lidl US"
"08/28/2018","Allied Import Inc.","Lily Bulb","Undeclared Sulfites","Allied Imports Inc."
"08/07/2018","El Guapo","Jamaica Hibiscus Flower","Unlabeled Peanut","Mojave Foods Corporation"
"08/02/2018","Almond Breeze","Vanilla almondmilk","Undeclared milk","HP Hood LLC"
"07/25/2018","Associated Milk Producers, Inc. (AMPI)","Dry Whey Powder","Potential to be contaminated with salmonella","Associated Milk Producers, Inc. (AMPI)"
"07/23/2018","Ritz","Cracker Sandwiches","Potential to be contaminated with salmonella","Mondelez Global LLC"
"07/20/2018","Food Lion","Dill Pickle Flavored Potato Chips","Undeclared milk","Shearer’s Foods, LLC"
"06/29/2018","Wish Bone","House Italian Salad Dressing","Undeclared milk and egg","Pinnacle Foods Inc."
"06/28/2018","Talking Rain","Sparkling Ice Cherry Limeade","Off Taste Off Odor","Talking Rain"
"05/29/2018","Pious Lion","Product containing kratom","Salmonella","Pious Lion"
"05/25/2018","Zoe’s","Cookies","Undeclared tree nuts (walnuts)","Dough-to-Go"
"05/25/2018","Private Brand","Frozen Broccoli Cuts","Listeria","Giant Food, LLC"
"05/25/2018","Private Brand","Frozen Broccoli Cuts","Listeria","Giant Food Stores, LLC"
"05/25/2018","Private Brand","Frozen Broccoli Cuts","Listeria","Stop & Shop"
"05/25/2018","WATAN DRY FRUITS","Dried Apricot","Sulfites","Global Commodities, Inc."
"05/24/2018","New Seasons","mini butter croissants, mini chocolate croissants","Allergen: Egg","New Seasons Market LLC"
"05/08/2018","Van's","Waffles","Allergens - Milk and Wheat","Van's Foods"
"05/04/2018","Acadica","Kratom dietary supplement","Salmonella","Badger Botanicals, LLC"
"04/21/2018","Happy Harvest","Canned leaf spinach","Peanuts","McCall Farms, Inc"
"04/17/2018","Various: Raw Form Organics, Molecule, Chameleon, Naturally, Lifted, Live Well, Third Eye","Powdered kratom products","Salmonella","Triangle Pharmanaturals LLC"
"04/17/2018","Country Daybreak, Food Lion and more","Shell eggs","Potential to be contaminated with Salmonella Braenderup","Rose Acre Farms"
"04/16/2018","Raw Form Organics","Powdered kratom products","Potential to be contaminated with salmonella","Triangle Pharmanaturals LLC"
"04/16/2018","Various: Raw Form Organics, Molecule, Chameleon, Naturally, Lifted, Live Well, Third Eye","Powdered kratom products","Potential to be contaminated with Salmonella","Triangle Pharmanaturals LLC"
"04/16/2018","Euphoric","Marketed as dietary supplement- capsules","Unapproved Ingredient","Epic Products, LLC"
"03/23/2018","Maurice’s Southern Gold","Maurice’s Southern Gold BBQ Sauce Honey","Undeclared Wheat And Soy","Piggie Park Enterprises Inc."
"03/23/2018","Carolina Gold","Honey Sauce","Undeclared Wheat And Soy","Piggie Park Enterprises Inc."
"03/23/2018","Delizza","Mini Eclairs","Potential to be contaminated with Listeria monocytogenes","Poppies International, Inc."
"03/17/2018","Oregon Food Bank","Nutritional Yeast","Potential to be contaminated with Listeria species","Oregon Food Bank"
"03/16/2018","Trader Joe’s","Chocolate Chip Cookie","Undeclared peanut","Chris’s Cookies"
"03/06/2018","Weis","Dried beef party rye dip","Undeclared Milk and Egg","Weis Markets"
"02/28/2018","Progressive Laboratories, Xenesta","Dietary supplements","Undeclared milk","Progressive Laboratories, Inc."
"02/25/2018","Kancho","Snack Biscuit","Undeclared peanut","LOTTE Int’l America Corp"
"02/23/2018","Heinen's","Potato gnocchi","Undeclared milk","La Pasta, Inc."
"02/22/2018","Whole Foods","Vegan Chicken Bites","Undeclared Pecan","Sunneen Health Foods"
"02/22/2018","Market of Choice","Kale Salad","Undeclared egg","Market of Choice"
"02/22/2018","Emerald","Glazed Walnuts","Undeclared Peanuts, Almonds, Cashews and Pecans","Snyder's-Lance, Inc."
"02/22/2018","Seggiano","Kale Pesto","Undeclared tree nuts (cashews)","Seggiano USA, Inc."
"02/17/2018","SKI","Cherry SKI citrus soda","Undeclared Red #40 and Yellow #5","The Double Cola Company"
"02/09/2018","Everroast","Chicken Caesar Wrap","Undeclared anchovy","Harris Teeter, LLC"
"02/09/2018","Dutch Valley Food Distributors, Inc.","Cappuccino Snack Mix","Potential to be contaminated with salmonella","Dutch Valley Food Distributors, Inc."
"02/09/2018","Palmer, Publix, Trails End and others","Chocolate coated candy","Potential to be contaminated with salmonella","Palmer Candy  Company"
"02/09/2018","King's Pastry, Bakewell desserts","Various cakes: tuxedo bar, chocolate bar, cappuccino","Undeclared tree nuts (hazelnut)","King's Pastry"
"02/09/2018","ageLOC TR90","Protein boost","Undeclared milk","NSE Products, Inc."
"02/09/2018","Fromi USA","Soureliette Cheese, Tomme Brebis Fedou Cheese","Potential to be contaminated with Listeria monocytogenes","Fromi USA"
"02/09/2018","Vulto Creamery","Cheeses","Listeria Monocytogenes","Vulto Creamery"
"02/09/2018","Dolcetta","Chocolate Candy","Undeclared Milk and Soy","Dolcetta Artisan Sweets"
"02/09/2018","Dixie Diners Club","Carb Not Beanit Butter","may be contaminated with Escherichia coli O157:H7 bacteria","The SoyNut Butter Co."
"02/09/2018","Season's Choice","Sweet Peas","Listeria","Lakeside Foods, Inc."
"02/09/2018","Trident","Frozen Multi-grain Alaskan Cod","Contains small pieces of plastic.","Trident Seafoods Corporation"
"02/09/2018","Evoke, Millville and more","Granola and muesli products","Potential to be contaminated with Listeria monocytogenes","NEW ENGLAND NATURAL BAKERS"
"02/09/2018","L.A. Lucky Brand","Sweet Basil Seeds","Salmonella","L.A. Lucky Import & Export"
"02/09/2018","Bulletproof","Collagen protein bars and bites","Listeria","Bulletproof 360, Inc. (“Bulletproof”)"
"02/09/2018","Friendly Farms","Key Lime Crunch Tilts","Undeclared Almond","Commonwealth Dairy, LLC"
"02/09/2018","Amrita","Protein Bars","Potential to be contaminated with Listeria monocytogenes","Hudson Valley Foods, Inc"
"02/09/2018","Valery","Papayas","Potential to be contaminated with Salmonella","Freshtex Produce LLC"
"02/09/2018","Seven Sundays","Vanilla Cherry Pecan Muesli","may contain undeclared almonds","Seven Sundays, LLC"
"02/09/2018","Rajbhog Sweets","Jalebi","Undeclared almonds","Rajbhog Distributors GA. Inc."
"02/09/2018","Big Win, Uncle Ray's, Gourmet Select, more","Popcorn","Undeclared milk","Dedinas Franzak Enterprises"
"02/09/2018","Big Win","Popcorn","Undeclared milk","Dedinas-Franzak Enterprises"
"02/09/2018","ShopRite","Chocolate Chips","Undeclared milk","Wakefern Food Corp."
"02/09/2018","Bristol Farms","Tasty Treats Nonpareils Milk Chocolate","Undeclared Milk","First Source"
"02/09/2018","Weis","Store-made Penne Pasta with Asiago Sauce and Grilled Chicken single serving meal","Undeclared milk","Weis Markets"
"02/09/2018","Sunshine Bakery","Cassava cake, mixed nut mooncake","Mislabeling of Food Allergens PEANUT, COCONUT, ALMOND, AND CASHEW","Sunshine Bakery"
"02/09/2018","NuGo Slim","Crunchy Peanut Butter nutrition bars","Milk Allergen","Lifestyle Evolution"
"02/09/2018","Hunt’s","Chili Kit","Salmonella","Conagra Brands, Inc."
"02/09/2018","Clancy’s","Combo snack bag","Undeclared Milk","Olde York"
"02/09/2018","Oberlander","Chocolate Kokosh Cake","Undeclared almonds","Orthodox Baking Co"
"02/09/2018","7-Eleven","Caesar Salad","Undeclared Fish, Wheat, Milk and Egg Allergen","Choice Farms LLC"
"02/09/2018","La Granja INC","Mango Flavored Ice cream","Salmonella","La Granja INC"
"02/09/2018","Soylent","1.8 Powder","Undeclared Milk","Soylent"
"02/09/2018","Farming Fish","Organic Basil Pesto","Listeria","Local Bounty"
"02/09/2018","U.S. Deer Antler Ex. & Imp","Tea","Clostridium Botulinum","U.S. Deer Antler Ex. & Imp"
"02/09/2018","De Mi Pais","Queso Fresco","Contaminated with Listeria monocytogenes","Global Garlic Inc."
"02/09/2018","Wang","Fish cake, fish ball, and fish tofu products","Undeclared egg and wheat","Wang GlobalNet"
"02/09/2018","Simple Truth","Macadamia Nuts","Listeria monocytogenes","Kroger"
"02/09/2018","Western Family","Western Family Onion Soup Mix","Allergen: Eggs","Gilster-Mary Lee"
"02/09/2018","De Mi Pais","Queso Fresco","Potential to be contaminated with Listeria monocytogenes","Global Garlic Inc."
"02/09/2018","Krimson","Frozen Yellowfin Tuna steaks and cubes","Hepatitis A Linked to Frozen Tuna","Hilo Fish Company"
"02/09/2018","Market District, Giant Eagle","Toasted crumb tilapia, breaded chicken breast","Undeclared Milk Allergen","Giant Eagle, Inc."
"02/09/2018","Fresh Foods Market, Lantana, Marketside","Hummus","Potential to be contaminated with Listeria monocytogenes","House of Thaller"
"02/09/2018","Nabelsi","Thyme","Lead Contaminant","Aroma Imports Inc."
"02/09/2018","20/20 Life Styles","Yogurt Peanut Crunch protein bar","E.coli","Pro Sports Club"
"02/09/2018","Whole Foods Market","Tarts","Undeclared Almond Flour","Whole Foods Market"
"02/09/2018","Tupperware","Southwest Chipotle Seasoning","Salmonella","Tupperware U.S., Inc."
"02/09/2018","Lam Sheng Kee","Frozen Fish Tofu, Frozen Fried Fish Ball and Frozen White Fish Ball","Undeclared Egg","Global Lamsheng Kee Inc."
"02/09/2018","Bakery Fresh Goodness","Carrot Cupcakes","Undeclared soy and milk","Fred Meyer Stores"
"02/09/2018","Dierbergs Kitchen","Deli Products","Undeclared Fish and Milk","Dierbergs Markets"
"02/09/2018","Country Fresh, Southwest, Marketside, HEB Ready Fresh Go","Stuffed mushrooms, fruit and cheese","potential of being contaminated with Listeria monocytogenes","Country Fresh"
"02/09/2018","Woodstock","Matcha Vanilla Oats","Contaminated with Listeria monocytogenes","Garden of Light, Inc. dba Gluten Free Solutions"
"02/09/2018","Oakdell, So Delicious, Bongard's, Signature Café","Coconut Beverage, Broccoli Cheddar Soup, Eggs, and Cheese Product","Potential Spoilage","The Idaho Foodbank"
"02/09/2018","Our Chef's Own","Spinach Orzo Salad","undeclared tree nut allergen","Whole Foods Market"
"02/09/2018","Bush’s Best","Baked Beans","Potential harmful bacteria contamination due to defective side seams","Bush Brother’s & Company"
"02/09/2018","Gazab","Green Raisins","Undeclared Sulfites","United Trading Inc."
"02/09/2018","Fusia","Szechuan Stir Fry","potential to be contaminated with Listeria monocytogenes","Versa Marketing, Inc."
"02/09/2018","I.M. Healthy","Original creamy SoyNut Butter","may be contaminated with Escherichia coli O157:H7 bacteria","SoyNut Butter Co."
"02/09/2018","Vulto Creamery","Ouleout and Miranda soft raw milk cheese","Potential to be contaminated with Listeria monocytogenes","Whole Foods Market"
"02/09/2018","Lidia’s","Marinara Sauce","Undeclared Milk","Nonna Foods"
"02/09/2018","Vulto Creamery","Cheese","Potential to be contaminated with Listeria monocytogenes","Whole Foods Market"
"02/09/2018","(no brand name) Edamame","Edamame (Soybeans)","Listeria","Advanced Fresh Concepts Franchise Corp."
"02/08/2018","Whole Foods Market","Croissants","Undeclared egg","Bakers of Paris"
"02/08/2018","Trader Joe’s","Bread","Undeclared milk","Athens Baking Company"
"02/08/2018","Basha's and Food City","Cheeses","Listeria","Lakeview Cheese and Bashas’ Family of Stores"
"02/08/2018","Trader Joe's","Apple Sauce","potential presence of glass pieces","Manzana Products Co., Inc."
"02/08/2018","Chapis","Bread Crumbs","Undeclared Wheat, Milk, Eggs, Tree Nuts, and, Soybean","Chapis Spice & Tea"
"02/08/2018","Carriage House Creations","Sauces","Undeclared soy and peanuts","Carriage House Creations"
"02/08/2018","Guggisberg","Cheese","Listeria monocytogenes","Guggisberg Cheese Inc."
"02/08/2018","Private Selection","Salted Caramel Chocolate Almond Pie","Undecalred almonds and egg","Legendary Baking"
"02/08/2018","Sunmba","Frozen Ajiaco (vegetables mix)","Listeria monocytogenes","Barberi International Inc."
"02/08/2018","Lonestar Bakeries, Whole Foods Market","Cake","Undeclared Pecans","Whole Foods Market"
"02/08/2018","Guggisberg","Cheese and cheese-containing gift boxes","Potential Listeria Monocytogenes","Dutch Valley Foods"
"02/08/2018","WEGMANS","Milk Chocolate Big Ear Bunny Sucker","Undeclared Peanuts","Landies Candies Co Inc."
"02/08/2018","Marketside","Organic Spring Mix","Extraneous animal matter was allegedly found","Fresh Express"
"02/08/2018","H.E.B","Pomegranate Infused Cranberries Covered in Dark Chocolate","Undeclared Almonds","Nassau Candy Distributors"
"02/08/2018","Mikawaya","Chocolate Chocolate Mochi Ice Cream","Allergen: Peanuts","Mikawaya"
"02/08/2018","Herbalife","Protein Bar","Undeclared Fish Allergen","Herbalife International of America"
"02/08/2018","Red Robin","Crispy Onion Rings","Undeclared: Milk","Lamb Weston"
"02/08/2018","Peak; Harris Teeter Farmer's Market","Spinach","Listeria","The Horton Fruit Co., Inc."
"02/08/2018","Wildway, Trader Joe's","Grain free granola products","Listeria","Wildway LLC"
"02/08/2018","Silver Star","Chipotle Queso Dip","Undeclared cheese, milk, eggs","Texas Legend Foods"
"02/08/2018","Dierbergs Kitchen","Flavored Butters","Undeclared Fish (Bonito and Cod), Lobster, Crab, Shrimp, Soy and Wheat","Dierbergs Markets"
"02/08/2018","Fairway","Blondie cookies","Undeclared walnuts","Fairway ‘‘Like No Other Market’’ ®"
"02/08/2018","Cavi","Papayas","Salmonella","Agroson’s LLC"
"02/08/2018","Schnucks Bakery","Cake","Undeclared pecans","Schnucks Bakery"
"02/08/2018","California Aloha Mix","California Aloha Mix","Undeclared tree nuts (Almonds, Walnuts and Cashews)","Grand BK Corp."
"02/08/2018","Madhava","Chocolate Chip Cookie Mix","Undeclared Milk","Madhava Natural Sweeteners"
"02/08/2018","Great Value","Frozen organic dark sweet pitted cherry products","Potential to be contaminated with Listeria monocytogenes","SunOpta Inc’s subsidiary, Sunrise Growers Inc."
"02/08/2018","Southeastern Grocers, Publix Supermarkets, Inc. and more","Fajita blend, Stir fry vegetable, Vegetable kabob and more","Potential to be contaminated with Listeria monocytogenes","Country Fresh Orlando, LLC."
"02/08/2018","Coborn’s, Cash Wise","Bread","Undeclared Milk, Soy, and/or Eggs","Coborn's, Inc."
"02/08/2018","Hannaford, Nice!, Fresh Selects, Enza's Choice","Egg Salad Sandwiches, Ham Salad Sandwiches, and Seafood Stuffing","Listeria monocytogenes","Greencore USA, LLC"
"02/08/2018","WAKE-UP","Instant Coffee","Undeclared Milk","Hong Lee Trading Inc."
"02/08/2018","San Francisco Foods","Seafood Salad","Undeclared Milk","Simply Fresh Foods, Inc."
"02/08/2018","Ri Wang Food","Seafood Products","Undeclared Milk","America New York Ri Wang Food Group Co. ltd"
"02/08/2018","Waterfront Bistro","Tartar Sauce","Undeclared Egg","Silver Spring Foods, Inc."
"02/08/2018","Meijer","Greek and Low Fat Yogurts","Potential risk of a small glass particles","Meijer"
"02/08/2018","Reser’s","DescriptionMacaroni Salad","Undeclared Milk and Soy","Reser’s Fine Foods, Inc."
"02/08/2018","Menu Del Sol","Beans & Cheese Burritos","Listeria","Sigma Alimentos Congelados"
"02/08/2018","Wegmans","Original Killer Brownies with Pecans","Undeclared Peanuts","Wegmans Food Markets, Inc."
"02/08/2018","Whole Foods Market","Yogurt and Granola Parfaits","Undeclared Almonds","Whole Foods Market"
"02/08/2018","N/A","Almond Drinking Powder","Undeclared Peanuts","Feng Mao Biotechnology Organic Food Co., LTD."
"02/08/2018","The Bakery","Peanut Butter Chocolate Chunk  Cookies","Undeclared Milk","Jimmy’s Cookies LLC"
"02/08/2018","TPF","Lemongrass Satay; and Shrimp Satay Sauces","Risk for Clostridum Botulinum","TP Food Processing, Inc."
"02/08/2018","Hummingbird","Organic Cocoa-Dusted Chocolate Ginger","Undeclared Hazelnut","Hummingbird Wholesale"
"02/08/2018","Wegmans","O’Brien frozen hash browns","Foreign Material","McCain Foods USA, Inc."
"02/08/2018","Whole Foods Market","Cold pressed apple juice","Undeclared tree nut (cashew)","Urban Remedy"
"02/08/2018","Tropic Fish Hawaii","Raw tuna","Potential Hep. A contamination","Tropic Fish Hawaii, LLC"
"02/08/2018","Ellyndale Nutty Infusion","Cashew Butter","Potential to be contaminated with Listeria monocytogenes","NOW Health Group, Inc."
"02/08/2018","Ben & Jerry’s","Ice Cream","Allergen: Peanuts","Unilever"
"02/08/2018","(Save-A-Lot) Pick 5","Chicken & Waffle Sandwich","Contaminated with Listeria monocytogenes","Fourth Street Barbecue Inc."
"02/08/2018","Whole Foods Market","Oatmeal Chocolate Chips Cookies","Allergen: Walnut","Whole Foods Market"
"02/08/2018","Chef Luca's","Baked Cheese Lasagna","Allergen: Eggs","Italian Gluten Free Food CL"
"02/08/2018","BrightFarms","Salad Greens","Potential Prresence of Metal Pieces From Construction","BrightFarms"
"02/08/2018","California Sun Dry Foods","Sun-dried tomato pesto","Allergen: Milk and Almonds","California Sun Dry"
"02/08/2018","Hampton Farms","Cashews","Listeria","Ava’s"
"02/08/2018","Taste of Inspirations","Greek pasta salad","Allergen: Milk","A.S.K. Foods, Inc. (Hannaford Supermarkets)"
"02/08/2018","Schnucks Bakery","Cinnamon Pudding Half Cakes and Cake Slices","Undeclared Walnuts","Schnucks Bakery"
"02/08/2018","Wholesome Country Creamery","Half & Half","due to the presence of Alkaline Phosphatase","Naturally Wholesome Products LLC"
"02/08/2018","Bakehouse","Cranberry Orange Bread","Allergen: Pecans and Tree Nuts","Fry’s Food Stores"
"02/08/2018","Southern Grove","Cashews Halves and Pieces with sea salt","Foreign Material","Star Snacks Co."
"02/08/2018","CC Kitchens","Salad and Slaw kits containing leafy greens","Listeria","CC Kitchens"
"02/08/2018","Simple Truth","Macadamia nuts","Potential to be contaminated with Listeria monocytogenes","The Kroger Co."
"02/08/2018","Ellyndale Nutty Infusions","Almond butter, Cashew butter","Listeria","NOW Health Group Inc."
"02/08/2018","Ava's","Cashews, Almonds","Potential to be contaminated with Listeria monocytogenes","Hampton Farms"
"02/08/2018","Fat Cat","Hot Sauce","Undeclared peanut","Fat Cat Gourmet Foods"
"02/08/2018","Market Basket, Wholesome Pantry, Nature’s Promise, more","Trail Mixes","Listeria monocytogenes","United Natural Trading LLC"
"02/08/2018","JFC International Inc.","Rice Seasoning","Undeclared wheat, soy, and fish","JFC International Inc."
"02/08/2018","Creamy Creations","Ice Cream","Undeclared nut","HEB"
"02/08/2018","Publix","Tropical Medley Mix","Listeria monocytogenes","Publix Super Markets"
"02/08/2018","Nutiva","Protein shake","Undeclared Peanuts","Nutiva"
"02/08/2018","Ronzoni","Thin Spaghetti","Undeclared Egg Allergen","Riviana Foods Inc"
"02/08/2018","Nuvita","Plant based superfood 30 shakes, chocolate flavor and vanilla flavor","Undeclared Peanuts","Nuvita"
"02/08/2018","Whole Foods Market","Banana Chocolate Chip Muffins","Undeclared Walnuts","Whole Foods Market"
"02/08/2018","Golden Flake","Potato chips","Contain Milk and other Dairy Ingredients","Golden Flake Snack Foods, Inc."
"02/08/2018","Pictsweet Farms","Breaded Okra","May contain glass fragments","The Pictsweet Company"
"02/08/2018","Stauffer’s","Animal crackers","Undeclared Milk","D. F. Stauffer Biscuit Co."
"02/08/2018","Chip’n Dipped","Dark Chocolate Bars","Undeclared Milk","Chip’n Dipped"
"02/08/2018","Specialty Commodities","Almonds","Undeclared Cashew","Specialty Commodities, Inc."
"02/08/2018","Anarkali","Naan (bread)","Undeclared milk","Raja Foods"
"02/08/2018","CLIF","Snack Bars","Undeclared peanut and some tree nuts","Undeclared peanut and some tree nuts"
"02/08/2018","Ruth's","Pimento Spread","Listeria monocytogenes","Ruth's Salads"
"02/08/2018","Ruth's","Pimento Spread","May Contain Listeria Monocytogenes","Ruth's Salads"
"02/08/2018","Coborn’s and Cash Wise","Chocolate chip cookie bars","Undeclared milk","Coborn’s Inc"
"02/08/2018","Whole Foods Market","PB&J Greek Yogurt Parfaits","Undeclared Allergens - soy and tree nut (almond and coconut)","Sunneen Health Foods"
"02/08/2018","Private Selection","Pie","almonds and eggs were not listed in the ingredient statement","Legendary Baking"
"02/08/2018","Great Midwest, Dutchmark","Cheese","Listeria","Saputo Inc."
"02/08/2018","HyVee","Various Pepperoni Refrigerated Pizzas","Undeclared Soy","HyVee, Inc."
"02/08/2018","Caribeña","Papaya Maradol","Potential to be contaminated with Salmonella","Grande Produce"
"02/08/2018","liveGfree","Gluten Free Classic Soft White Hamburger Buns","Undeclared Egg","Vibrant Health Products"
"02/08/2018","The Comfy Cow","Ice Cream","E. coli","The Comfy Cow"
"02/08/2018","Meijer","Greek Salad","mislabeled salads contain packaged croutons, which is an undeclared wheat allergen","Meijer"
"02/08/2018","Meijer","Muenster  Cheese","Potential to be contaminated with Listeria monocytogenes","Meijer"
"02/08/2018","I.M. Healthy","Original creamy SoyNut Butter","may be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7)","SoyNut Butter Co."
"02/08/2018","Vulto Creamery","Cheeses","Listeria","Vulto Creamery"
"02/08/2018","GFS","Monterey Jack Cheese with Jalapeno Peppers","Possible Listeria Monocytogenes Contamination","Biery Cheese Co."
"02/08/2018","7-Select","Mantecada (Muffin)","may contain undeclared “milk”","BAK-EZ Bakery Company"
"02/08/2018","Specialty Commodities, Inc.","Dry Roasted Almonds","Undeclared cashews","Specialty Commodities, Inc."
"02/07/2018","Mann Packing","Organic Veggies with Organic Ranch Dip","Undeclared Milk, Soy, Eggs, Mustard","Mann Packing"
"02/07/2018","Chip’n Dipped","Dark chocolate crunch bar","Undeclared milk","Chip’n Dipped"
"02/07/2018","Hostess Brands, LLC","Holiday White Peppermint Hostess® Twinkies","Salmonella","Hostess Brands, LLC"
"02/07/2018","Peony Mark","Dried Lily Flower","Undeclared Sulfites","Starway Incorporated"
"02/07/2018","Meijer","Colby Cheese and Colby Jack Cheese","Potential to be contaminated with Listeria monocytogenes","Meijer"
"02/07/2018","N/A","Decorated (iced) cookies","Undeclared Egg Allergen","Whole Foods Market"
"02/07/2018","The Smokehouse of NY","Smoked Fish","Listeria","The Smokehouse of NY"
"02/07/2018","GoMacro","MacroBars and Thrive Bars","Listeria monocytogenes","GoMacro"
"02/07/2018","Cherry Valley","Cupcakes","Undeclared milk","Cherry Valley Marketplace"
"02/07/2018","King Soopers","Deli Chicken Salad Sandwich","Listeria","King Soopers"
